game_id,title,region,system,language,updated_from_redump
SLPS-01526,Azito 2 (Japan),NTSC-J,PSX,J,1
SLPS-02496,Azito 3 (Japan),NTSC-J,PSX,J,1
SLPS-03424,Azumanga Donjara Daiou (Japan),NTSC-J,PSX,J,1
SCPS-18006,BABY UNIVERSE,NTSC-J,PSX,J,0
SLPS-01217,BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 1),NTSC-J,PSX,J,1
SLPS-01218,BackGuiner - Yomigaeru Yuusha-tachi - Kakusei-hen - Guiner Tensei (Japan) (Disc 2),NTSC-J,PSX,J,1
SLPS-01446,BackGuiner - Yomigaeru Yuusha-tachi - Hishou-hen - Uragiri no Senjou (Japan) (Disc 1),NTSC-J,PSX,J,1
SLPS-01447,BackGuiner - Yomigaeru Yuusha-tachi - Hishou-hen - Uragiri no Senjou (Japan) (Disc 2),NTSC-J,PSX,J,1
SLPS-01448,"BACKGAINER - YOMIGAERU YUUSHA-TACHI: HISHOU-HEN ""URAGIRI NO SENJOU"" (Disc 3)",NTSC-J,PSX,J,0
SLPS-01782,Backgammon (Japan),NTSC-J,PSX,J,1
SLPS-03228,BACKGAMMON,NTSC-J,PSX,J,0
SLPS-02729,Backgammon 2000 (Japan),NTSC-J,PSX,J,1
SLPM-86733,BACKGAMMON 2000,NTSC-J,PSX,J,0
SCPS-45382,Bakumatsu Roman - Gekka no Kenshi (Japan),NTSC-J,PSX,J,1
SLPM-86118,BAKUMATSU ROMAN - GEKKA NO KENSHIN (THE LAST BLADE),NTSC-J,PSX,J,0
SLPM-86436,BAKUMATSU ROMAN - GEKKA NO KENSHIN (THE LAST BLADE),NTSC-J,PSX,J,0
SLPS-00236,BAKURETSU AKINDO,NTSC-J,PSX,J,0
SLPS-00541,Bakuretsu Hunter - Mahjong Special (Japan),NTSC-J,PSX,J,1
SLPS-00718,Bakuretsu Hunter - Sorezore no Omoi ... Nowaanchatte (Japan),NTSC-J,PSX,J,1
SLPS-03437,Bakuretsu Soccer (Japan),NTSC-J,PSX,J,1
SLPS-02429,Bakuryuu (Japan) (Beta) (1999-11-27),NTSC-J,PSX,J,1
SLPS-00158,BAKUSHOU!! ORU YOSHIMOTO QUIZ OKETTEI IKUSA DX,NTSC-J,PSX,J,0
SCPS-45264,BAKUSOU DEKOTORA DENSETSU (ART TRUCK BATTLE),NTSC-J,PSX,J,0
SLPS-01441,BAKUSOU DEKOTORA DENSETSU (ART TRUCK BATTLE),NTSC-J,PSX,J,0
SLPS-91172,BAKUSOU DEKOTORA DENSETSU (ART TRUCK BATTLE),NTSC-J,PSX,J,0
SLPS-02465,BAKUSOU DEKOTORA DENSETSU 2 (ART TRUCK BATTLE 2)  - (Disc 1),NTSC-J,PSX,J,0
SLPS-02466,BAKUSOU DEKOTORA DENSETSU 2 (ART TRUCK BATTLE 2)  - (Disc 2),NTSC-J,PSX,J,0
SLPS-91219,BAKUSOU DEKOTORA DENSETSU 2(ART TRUCK BATTLE 2),NTSC-J,PSX,J,0
SLPS-01489,Bakusou Kyoudai Let's & Go!! Eternal Wings (Japan),NTSC-J,PSX,J,1
SLPS-02093,BAKUSOU KYOUDAI LET'S & GO!! ETERNAL WINGS,NTSC-J,PSX,J,0
SLPM-86980,BAKUTEN SHOOT BEYBLADE,NTSC-J,PSX,J,0
SLPM-87131,Bakuten Shoot Beyblade - Bey Battle Tournament (Japan),NTSC-J,PSX,J,1
SLPM-87130,BAKUTEN SHOOT BEYBLADE 2002 - BEYBATTLE TOURNAMENT 2,NTSC-J,PSX,J,0
SLPS-01074,Baldy Land (Japan),NTSC-J,PSX,J,1
SLPS-00796,BallBlazer Champions (Japan),NTSC-J,PSX,J,1
SLPS-02187,Bardysh - Kromeford no Juunin (Japan),NTSC-J,PSX,J,1
SLPM-86341,BAROQUE,NTSC-J,PSX,J,0
SLPM-86759,BAROQUE,NTSC-J,PSX,J,0
SLPM-86328,BAROQUE,NTSC-J,PSX,J,0
SLPM-86540,Baroque Syndrome (Japan),NTSC-J,PSX,J,1
SLPM-86939,BAROQUE SYNDROME,NTSC-J,PSX,J,0
SLPS-00687,Baseball Navigator (Japan),NTSC-J,PSX,J,1
SLPS-01123,BASEBALL NAVIGATOR,NTSC-J,PSX,J,0
SLPS-03055,Baseball - Pro-nami Kusayakyuu! (Japan),NTSC-J,PSX,J,1
SLPM-86650,Baseball Simulation - ID Pro Yakyuu (Japan),NTSC-J,PSX,J,1
SLPS-01304,BASS FISHERMAN,NTSC-J,PSX,J,0
SLPS-01765,Bass Landing (Japan),NTSC-J,PSX,J,1
SLPS-01764,BASS LANDING,NTSC-J,PSX,J,0
SLPS-03204,BASS LANDING,NTSC-J,PSX,J,0
SLPS-02647,Bass Landing 2 (Japan) (Special Fishing Set),NTSC-J,PSX,J,1
SLPS-91223,BASS LANDING 2,NTSC-J,PSX,J,0
SLPS-02646,BASS LANDING 2,NTSC-J,PSX,J,0
SLPS-00542,Bastard!! Utsuronaru Kamigami no Utsuwa (Japan) (Rev 1),NTSC-J,PSX,J,1
SLPS-00698,Batman Forever - The Arcade Game (Japan),NTSC-J,PSX,J,1
SLPS-00485,Battle Arena Nitoushinden (Japan),NTSC-J,PSX,J,1
SLPS-00025,BATTLE ARENA TOSHINDEN,NTSC-J,PSX,J,0
SLPS-00200,Battle Arena Toushinden 2 (Japan),NTSC-J,PSX,J,1
SLPS-91006,Battle Arena Toushinden 2 Plus (Japan),NTSC-J,PSX,J,1
SLPS-00650,Battle Arena Toushinden 3 (Japan),NTSC-J,PSX,J,1
SLPS-02022,BATTLE ARENA TOSHINDEN SUBARU,NTSC-J,PSX,J,0
SLPS-01133,Battle Athletess - Daiundoukai Alternative (Japan) (Major Wave),NTSC-J,PSX,J,1
SLPM-86525,BATTLE ATHLETESS - DAIUNDOUKAI ALTERNATIVE,NTSC-J,PSX,J,0
SLPS-01548,Battle Athletess - Daiundoukai GTO (Grand Trial Onnanoco) (Japan) (Major Wave),NTSC-J,PSX,J,1
SLPM-86526,BATTLE ATHLETESS - DAIUNDOUKAI GTO,NTSC-J,PSX,J,0
SLPS-00991,Battle Bugs (Japan),NTSC-J,PSX,J,1
SLPS-00968,Battle Formation (Japan),NTSC-J,PSX,J,1
SLPS-01779,Battle Konchuuden (Japan),NTSC-J,PSX,J,1
SLPS-01064,Battle Master (Japan),NTSC-J,PSX,J,1
SLPM-86519,BATTLE MASTER,NTSC-J,PSX,J,0
SLPM-86400,BATTLE SUGOROKU HUNTER,NTSC-J,PSX,J,0
SLPS-01127,BattleRound USA (Japan),NTSC-J,PSX,J,1
SCPS-10138,Bealphareth (Japan),NTSC-J,PSX,J,1
SLPS-01076,Transformers - Beast Wars (Japan),NTSC-J,PSX,J,1
SLPS-02208,BEAST WARS - TRANSFORMERS,NTSC-J,PSX,J,0
SLPS-02468,Transformers - Beast Wars Metals (Japan),NTSC-J,PSX,J,1
SCPS-18013,Beat Planet Music (Japan),NTSC-J,PSX,J,1
SLPM-86126,BEATMANIA  - (Disc 1),NTSC-J,PSX,J,0
SLPM-86127,BEATMANIA  - (Disc 2),NTSC-J,PSX,J,0
SLPM-86390,BEATMANIA  - (Disc 1),NTSC-J,PSX,J,0
SLPM-86391,BEATMANIA  - (Disc 2),NTSC-J,PSX,J,0
SCPS-45370,BEATMANIA APPEND 3RD MIX,NTSC-J,PSX,J,0
SLPM-86184,BEATMANIA APPEND 3RD MIX,NTSC-J,PSX,J,0
SCPS-45419,BEATMANIA APPEND 4TH MIX,NTSC-J,PSX,J,0
SLPM-86266,BEATMANIA APPEND 4TH MIX,NTSC-J,PSX,J,0
SLPM-86322,Beatmania Append 5thMix - Time to Get Down (Japan),NTSC-J,PSX,J,1
SLPM-87012,BEATMANIA APPEND 6TH MIX + CORE MIX,NTSC-J,PSX,J,0
SLPM-86692,Beatmania Append Club Mix (Japan),NTSC-J,PSX,J,1
SCPS-45403,BEATMANIA APPEND GOTTAMIX,NTSC-J,PSX,J,0
SLPM-86229,BEATMANIA APPEND GOTTAMIX,NTSC-J,PSX,J,0
SLPM-86574,Beat Mania Append GottaMix 2 - Going Global (Japan),NTSC-J,PSX,J,1
SLPM-86596,Beatmania Best Hits (Japan) (Rev 1),NTSC-J,PSX,J,1
SLPM-86830,BEATMANIA - BEST HITS,NTSC-J,PSX,J,0
SLPM-86597,Beatmania featuring Dreams Come True (Japan),NTSC-J,PSX,J,1
SLPM-86769,Beat Mania - The Sound of Tokyo (Japan),NTSC-J,PSX,J,1
SLPM-86938,BEATMANIA - THE SOUND OF TOKYO,NTSC-J,PSX,J,0
SLPS-01219,BEAVIS AND BUTT-HEAD IN VIRTUAL STUPIDITY,NTSC-J,PSX,J,0
SLPS-00582,Beltlogger 9 (Japan),NTSC-J,PSX,J,1
SLPS-00581,BELTLOGGER 9,NTSC-J,PSX,J,0
SLPS-91462,BELTLOGGER 9,NTSC-J,PSX,J,0
SCPS-10014,Beyond the Beyond (Japan) (Tentou-you Special CD-ROM),NTSC-J,PSX,J,1
SLPS-00459,Big Challenge Golf - Tokyo Yomiuri Country Club-hen (Japan),NTSC-J,PSX,J,1
SLPS-03368,BILLIARD KING,NTSC-J,PSX,J,0
SLPS-00222,Biohazard 2 (Japan) (Beta) (1996-11-06),NTSC-J,PSX,J,1
SLPS-00998,BIOHAZARD - DIRECTOR'S CUT  - (Disc 1),NTSC-J,PSX,J,0
SLPS-00999,BIOHAZARD - DIRECTOR'S CUT  - (Disc 2),NTSC-J,PSX,J,0
SLPS-01512,BIOHAZARD - DIRECTOR'S CUT - DUAL SHOCK  - (Disc 1),NTSC-J,PSX,J,0
SLPS-01513,BIOHAZARD - DIRECTOR'S CUT - DUAL SHOCK  - (Disc 2),NTSC-J,PSX,J,0
SLPS-01222,Biohazard 2 (Japan) (Disc 1) (Leon-hen),NTSC-J,PSX,J,1
SLPS-01223,Biohazard 2 (Japan) (Disc 2) (Claire-hen),NTSC-J,PSX,J,1
SLPS-01510,Biohazard 2 - Dual Shock Ver. (Japan) (Disc 1) (Leon-hen),NTSC-J,PSX,J,1
SLPS-01511,Biohazard 2 - Dual Shock Ver. (Japan) (Disc 2) (Claire-hen),NTSC-J,PSX,J,1
SLPS-02300,Biohazard 3 - Last Escape (Japan),NTSC-J,PSX,J,1
SLPM-87224,BIOHAZARD 3 - LAST ESCAPE,NTSC-J,PSX,J,0
SLPS-02553,Biohazard - Gun Survivor (Japan),NTSC-J,PSX,J,1
SLPM-86749,BIOHAZARD - GUN SURVIVOR,NTSC-J,PSX,J,0
SLPM-86770,BIOHAZARD 5TH ANNIVERSARY - NIGHTMARE RETURNS,NTSC-J,PSX,J,0
SLPM-86123,Bishi Bashi Special (Japan),NTSC-J,PSX,J,1
SLPM-86825,BISHI BASHI SPECIAL,NTSC-J,PSX,J,0
SLPM-87206,BISHI BASHI SPECIAL,NTSC-J,PSX,J,0
SLPM-86267,Bishi Bashi Special 2 (Japan),NTSC-J,PSX,J,1
SLPM-86925,BISHI BASHI SPECIAL 2,NTSC-J,PSX,J,0
SLPM-87207,BISHI BASHI SPECIAL 2,NTSC-J,PSX,J,0
SLPM-86539,Bishi Bashi Special 3 - Step Champ (Japan),NTSC-J,PSX,J,1
SLPM-87208,BISHI BASHI SPECIAL 3 - STEP CHAMP,NTSC-J,PSX,J,0
SLPS-00262,Bishoujo Senshi Sailor Moon SuperS - Shin Shuyaku Soudatsusen (Japan),NTSC-J,PSX,J,1
SLPS-00260,BISHOUJO SENSHI SAILOR MOON SUPER S - SHIN SHUYAKU SOUDATSUSEN,NTSC-J,PSX,J,0
SLPS-00663,Black Dawn (Japan),NTSC-J,PSX,J,1
SLPS-03573,Black-Matrix 00 (Japan) (Disc 1),NTSC-J,PSX,J,1
SLPS-03574,Black-Matrix 00 (Japan) (Disc 2),NTSC-J,PSX,J,1
SLPS-03571,BLACK MATRIX 00  - (Disc 1),NTSC-J,PSX,J,0
SLPS-03572,BLACK MATRIX 00  - (Disc 2),NTSC-J,PSX,J,0
SLPS-02962,BLACK MATRIX CROSS  - (Disc 1),NTSC-J,PSX,J,0
SLPS-02963,BLACK MATRIX CROSS  - (Disc 2),NTSC-J,PSX,J,0
SLPS-03415,BLACK MATRIX CROSS  - (Disc 1),NTSC-J,PSX,J,0
SLPS-03416,BLACK MATRIX CROSS  - (Disc 2),NTSC-J,PSX,J,0
SLPS-01983,BLACKJACK VS BUNNY GIRLS,NTSC-J,PSX,J,0
SLPM-86602,BLADE ARTS,NTSC-J,PSX,J,0
SLPS-01795,BLADEMAKER - ARMS SHOP,NTSC-J,PSX,J,0
SCPS-45067,Blam! Machinehead (Japan),NTSC-J,PSX,J,1
SLPS-00798,BLAM! MACHINEHEAD,NTSC-J,PSX,J,0
SLPS-02617,Blaster Master (Japan),NTSC-J,PSX,J,1
SLPS-03269,BLASTER MASTER,NTSC-J,PSX,J,0
SLPS-01209,Blaze & Blade - Eternal Quest (Japan),NTSC-J,PSX,J,1
SLPS-01576,Blaze & Blade Busters (Japan),NTSC-J,PSX,J,1
SLPS-02818,BLEND X BRAND,NTSC-J,PSX,J,0
SLPS-03224,BLEND X BRAND,NTSC-J,PSX,J,0
SLPS-00353,Block Kuzushi - Deden no Gyakushuu (Japan),NTSC-J,PSX,J,1
SLPS-02578,Block Kuzushi 2 (Japan),NTSC-J,PSX,J,1
SLPS-03042,Block Kuzushi - Kowashite Help! (Japan),NTSC-J,PSX,J,1
SLPM-87236,BLOCK KUZUSHI KOWASHITE HELP!,NTSC-J,PSX,J,0
SLPS-03219,Block Wars (Japan),NTSC-J,PSX,J,1
SLPS-00205,Blockids (Japan) (DX Pack),NTSC-J,PSX,J,1
SLPS-00206,BLOCKIDS,NTSC-J,PSX,J,0
SLPS-00235,Blood Factory (Japan),NTSC-J,PSX,J,1
SLPS-00526,BLOODY BRIDE - IMODOKI NO BANPAIA,NTSC-J,PSX,J,0
SCPS-45129,BLOODY ROAR,NTSC-J,PSX,J,0
SLPS-01070,BLOODY ROAR,NTSC-J,PSX,J,0
SLPS-91157,BLOODY ROAR,NTSC-J,PSX,J,0
SCPS-45374,Bloody Roar 2 - Bringer of the New Age (Japan),NTSC-J,PSX,J,1
SLPS-01842,BLOODY ROAR 2 - BRINGER OF THE NEW AGE,NTSC-J,PSX,J,0
SLPS-01502,BLUE BREAKER BURST - BISHOU O ANATA TO,NTSC-J,PSX,J,0
SLPS-01469,BLUE BREAKER BURST - BISHOU O ANATA TO,NTSC-J,PSX,J,0
SLPM-86647,BLUE BREAKER BURST - BISHOU O ANATA TO,NTSC-J,PSX,J,0
SLPS-01580,Blue Breaker Burst - Egao no Asu ni (Japan) (Major Wave),NTSC-J,PSX,J,1
SLPM-86648,BLUE BREAKER BURST - EGAO NO ASUMI,NTSC-J,PSX,J,0
SLPS-01122,Blue Breaker - Egao no Yakusoku (Japan) (Major Wave),NTSC-J,PSX,J,1
SLPM-86646,BLUE BREAKER - EGAO NO YAKUSHOKU,NTSC-J,PSX,J,0
SLPS-00566,BFS - Blue Forest Story - Kaze no Fuuin (Japan),NTSC-J,PSX,J,1
SLPS-00865,Body Hazard (Japan),NTSC-J,PSX,J,1
SLPM-87024,Boku no Choro Q (Japan),NTSC-J,PSX,J,1
SCPS-10088,Boku no Natsuyasumi - Summer Holiday 20th Century (Japan),NTSC-J,PSX,J,1
SCPS-91232,BOKU NO NATSUYASUMI - SUMMER HOLIDAY 20TH CENTURY,NTSC-J,PSX,J,0
SLPS-02514,Boku wa Koukuu Kanseikan (Japan),NTSC-J,PSX,J,1
SLPS-02489,Bokujou Monogatari - Harvest Moon (Japan) (Rev 1),NTSC-J,PSX,J,1
SLPS-91218,BOKUJOU MONOGATARI - HARVEST MOON,NTSC-J,PSX,J,0
SLPS-03087,Bokujou Monogatari - Harvest Moon for Girl (Japan),NTSC-J,PSX,J,1
SLPS-91525,BOKUJOU MONOGATARI - HARVEST MOON FOR GIRLS,NTSC-J,PSX,J,0
SLPM-86403,BOKUJYOUKEIEITEIKI BOARD GAME UMAPOLY,NTSC-J,PSX,J,0
SLPS-01717,BOMBERMAN,NTSC-J,PSX,J,0
SLPM-86844,BOMBERMAN,NTSC-J,PSX,J,0
SLPS-01525,Bomberman Fantasy Race (Japan),NTSC-J,PSX,J,1
SLPS-91138,BOMBERMAN FANTASY RACE,NTSC-J,PSX,J,0
SLPM-87102,BOMBERMAN FANTASY RACE,NTSC-J,PSX,J,0
SLPS-03002,Bomberman Land (Japan),NTSC-J,PSX,J,1
SLPM-87080,BOMBERMAN LAND,NTSC-J,PSX,J,0
SLPM-87364,BOMBERMAN LAND,NTSC-J,PSX,J,0
SCPS-45225,BOMBERMAN WARS,NTSC-J,PSX,J,0
SLPS-01347,BOMBERMAN WARS,NTSC-J,PSX,J,0
SCPS-45168,Bomberman World (Japan) (Rev 1),NTSC-J,PSX,J,1
SLPS-01155,BOMBERMAN WORLD,NTSC-J,PSX,J,0
SLPS-91149,BOMBERMAN WORLD,NTSC-J,PSX,J,0
SLPS-00333,Bonogurashi - Kore de Kanpeki Disu (Japan),NTSC-J,PSX,J,1
SLPM-86004,Bottom of the 9th - Major League Heroes (Japan),NTSC-J,PSX,J,1
SLPS-00907,Boundary Gate - Daughter of Kingdom (Japan),NTSC-J,PSX,J,1
SLPM-86735,Bounty Hunter Sara - Holy Mountain no Teiou (Japan),NTSC-J,PSX,J,1
SLPS-00757,Bounty Sword First (Japan),NTSC-J,PSX,J,1
SLPM-86614,BOUNTY SWORD - FIRST,NTSC-J,PSX,J,0
SLPS-01479,Bounty Sword - Double Edge (Japan) (Major Wave),NTSC-J,PSX,J,1
SLPM-86625,BOUNTY SWORD - DOUBLE EDGE,NTSC-J,PSX,J,0
SLPS-00033,Boxer's Road (Japan) (Rev 1),NTSC-J,PSX,J,1
SLPS-91007,BOXER'S ROAD,NTSC-J,PSX,J,0
SLPS-00779,Boys Be... (Japan),NTSC-J,PSX,J,1
SLPS-01705,Boys Be... 2nd Season (Japan),NTSC-J,PSX,J,1
SLPS-00514,BrainDead 13 (Japan) (Disc 1),NTSC-J,PSX,J,1
SLPS-00515,BrainDead 13 (Japan) (Disc 2),NTSC-J,PSX,J,1
SCPS-45291,Brave Fencer Musashiden (Japan),NTSC-J,PSX,J,1
SLPS-01490,BRAVE FENCE MUSASHIDEN  - (Disc 1),NTSC-J,PSX,J,0
SLPS-01491,BRAVE FENCE MUSASHIDEN  - (Disc 2),NTSC-J,PSX,J,0
SLPS-02769,BRAVE FENCER MUSASHIDEN,NTSC-J,PSX,J,0
SLPS-01316,Brave Prove (Japan),NTSC-J,PSX,J,1
SLPS-02580,Brave Saga 2 (Japan) (Disc 1),NTSC-J,PSX,J,1
SLPS-02581,Brave Saga 2 (Japan) (Disc 2),NTSC-J,PSX,J,1
SLPS-02889,Brave Sword (Japan),NTSC-J,PSX,J,1
SLPM-86044,Break Point (Japan),NTSC-J,PSX,J,1
SLPS-00129,Break Thru! (Japan),NTSC-J,PSX,J,1
SLPS-02375,Break Volley (Japan),NTSC-J,PSX,J,1
SLPS-00990,Breath of Fire III (Japan),NTSC-J,PSX,J,1
SLPM-86720,BREATH OF FIRE III,NTSC-J,PSX,J,0
SLPS-02728,BREATH OF FIRE IV,NTSC-J,PSX,J,0
SLPM-87159,BREATH OF FIRE IV,NTSC-J,PSX,J,0
SLPM-87054,Breed Master (Japan),NTSC-J,PSX,J,1
SLPM-86012,Breeding Stud - Bokujou de Aimashou (Japan),NTSC-J,PSX,J,1
SLPM-86087,Breeding Stud 2 (Japan),NTSC-J,PSX,J,1
SLPM-86316,BREEDING STUD '99,NTSC-J,PSX,J,0
SLPS-01107,Brigandine - Gensou Tairiku Senki (Japan),NTSC-J,PSX,J,1
SLPS-02661,Brigandine - Grand Edition (Japan) (Disc 1),NTSC-J,PSX,J,1
SLPS-02662,Brigandine - Grand Edition (Japan) (Disc 2),NTSC-J,PSX,J,1
SCPS-10105,Brightis (Japan),NTSC-J,PSX,J,1
SLPM-86065,Broken Helix (Japan),NTSC-J,PSX,J,1
SLPS-01710,Bubblegun Kid (Japan),NTSC-J,PSX,J,1
SLPS-01105,Buckle Up! (Japan),NTSC-J,PSX,J,1
SLPM-86133,Bugi (Japan),NTSC-J,PSX,J,1
SLPS-00497,Building Crush! (Japan),NTSC-J,PSX,J,1
SLPS-00888,BURGER BURGER,NTSC-J,PSX,J,0
SLPS-91103,BURGER BURGER,NTSC-J,PSX,J,0
SLPM-86853,BURGER BURGER,NTSC-J,PSX,J,0
SLPM-86246,Burger Burger 2 (Japan),NTSC-J,PSX,J,1
SLPM-86804,BURGER BURGER 2,NTSC-J,PSX,J,0
SLPM-86598,BURN OUT,NTSC-J,PSX,J,0
SLPS-00518,Burning Road (Japan),NTSC-J,PSX,J,1
SLPS-02792,BursTrick - Wake Boarding!! (Japan),NTSC-J,PSX,J,1
SCPS-45028,Bushido Blade (Japan),NTSC-J,PSX,J,1
SLPM-86020,BUSHIDO BLADE,NTSC-J,PSX,J,0
SCPS-45187,BUSHIDO BLADE 2,NTSC-J,PSX,J,0
SLPS-01294,BUSHIDO BLADE 2,NTSC-J,PSX,J,0
SLPM-87404,BUSHIDO BLADE 2,NTSC-J,PSX,J,0
SLPS-01237,Bust A Move (Japan),NTSC-J,PSX,J,1
SLPS-01232,Bust A Move (Japan) (Disc 1) (Genteiban),NTSC-J,PSX,J,1
SLPS-01233,Bust A Move (Japan) (Disc 2) (Premium CD-ROM) (Genteiban),NTSC-J,PSX,J,1
SLPM-86219,Bust A Move 2 - Dance Tengoku Mix (Japan),NTSC-J,PSX,J,1
SLPS-01169,'Butagee' de Iinja Nai (Japan),NTSC-J,PSX,J,1
SLPS-03162,Buttsubushi (Japan),NTSC-J,PSX,J,1
SLPS-02079,Cadillac (Japan),NTSC-J,PSX,E,1
SLPS-01071,CALCOLO!,NTSC-J,PSX,J,0
SLPS-01535,Capcom Generation - Dai-1-shuu Gekitsuiou no Jidai (Japan),NTSC-J,PSX,J,1
SLPM-86748,CAPCOM GENERATION 1 - GEKITSUIOU NO JIDAI,NTSC-J,PSX,J,0
SLPS-01585,Capcom Generation - Dai-2-shuu Makai to Kishi (Japan),NTSC-J,PSX,J,1
SLPM-86778,CAPCOM GENERATION 2 - MAKAI TO KISH,NTSC-J,PSX,J,0
SLPS-01649,Capcom Generation - Dai-3-shuu Koko ni Rekishi Hajimaru (Japan),NTSC-J,PSX,J,1
SLPM-86811,CAPCOM GENERATION 3 - SHUU KOKO NI REKISHI HAJIMARU,NTSC-J,PSX,J,0
SLPS-01701,Capcom Generation - Dai-4-shuu Kokou no Eiyuu (Japan),NTSC-J,PSX,J,1
SLPM-86814,CAPCOM GENERATION 4 - KOKOU NO EIYUU,NTSC-J,PSX,J,0
SLPS-01725,CAPCOM GENERATION 5,NTSC-J,PSX,J,0
SLPM-86838,CAPCOM GENERATION 5,NTSC-J,PSX,J,0
SLPM-87359,CAPCOM RETRO GAME COLLECTION VOL.1,NTSC-J,PSX,J,0
SLPM-87360,CAPCOM RETRO GAME COLLECTION VOL.2,NTSC-J,PSX,J,0
SLPM-87362,CAPCOM RETRO GAME COLLECTION VOL.3,NTSC-J,PSX,J,0
SLPM-87363,CAPCOM RETRO GAME COLLECTION VOL.4,NTSC-J,PSX,J,0
SLPM-87365,CAPCOM RETRO GAME COLLECTION VOL.5,NTSC-J,PSX,J,0
SLPM-87053,Capcom vs. SNK - Millennium Fight 2000 Pro (Japan),NTSC-J,PSX,J,1
SLPS-01567,Captain Commando (Japan),NTSC-J,PSX,J,1
SLPM-86216,Captain Love (Japan),NTSC-J,PSX,J,1
SLPM-86767,CAPTAIN LOVE,NTSC-J,PSX,J,0
SLPM-87060,Captain Tsubasa - Arata naru Densetsu Joshou (Japan),NTSC-J,PSX,J,1
SLPM-87260,CAPTAIN TSUBASA - ARATANARU DENSETSU JOSHO,NTSC-J,PSX,J,0
SLPS-00310,Captain Tsubasa J - Get in the Tomorrow (Japan),NTSC-J,PSX,J,1
SLPS-02561,Cardcaptor Sakura - Clow Card Magic (Japan) (Genteiban),NTSC-J,PSX,J,1
SLPS-02560,CARD CAPTOR SAKURA - CLOW CARD MAGIC,NTSC-J,PSX,J,0
SLPS-00151,Carnage Heart EZ (Easy Zapping) (Japan),NTSC-J,PSX,J,1
SLPS-02540,CARNAGE HEART,NTSC-J,PSX,J,0
SLPM-87239,CARNAGE HEART,NTSC-J,PSX,J,0
SLPS-00919,CARNAGE HEART EZ - EASY ZAPPING,NTSC-J,PSX,J,0
SLPM-87281,CARNAGE HEART EZ - EASY ZAPPING,NTSC-J,PSX,J,0
SCPS-19003,CAROL THE DARK ANGEL,NTSC-J,PSX,J,0
SLPS-00837,Carom Shot (Japan),NTSC-J,PSX,J,1
SLPS-01486,Carom Shot 2 (Japan),NTSC-J,PSX,J,1
SLPS-02935,Carton-kun (Japan),NTSC-J,PSX,J,1
SLPM-86754,Castlevania Chronicle - Akumajou Dracula (Japan) (Rev 1),NTSC-J,PSX,J,1
SLPM-86489,CASTROL HONDA SUPERBIKE RACING,NTSC-J,PSX,J,0
SLPM-86922,CASTROL HONDA VTR,NTSC-J,PSX,J,0
SLPS-00908,Cat the Ripper - 13Ninme no Tanteishi (Japan),NTSC-J,PSX,J,1
SLPS-02864,CAT THE RIPPER - 13 NINME NO TANTEISHI,NTSC-J,PSX,J,0
SLPS-02712,CATCH! KIMOCHI SENSATION,NTSC-J,PSX,J,0
SCPS-10013,Center Shiken Trial - Eigo no Tetsujin (Japan),NTSC-J,PSX,J,1
SLPS-00230,CG Mukashi Banashi - Jiisan 2-do Bikkuri!! (Japan),NTSC-J,PSX,J,1
SLPS-02422,CHAKUSIN MELODY DAMON,NTSC-J,PSX,J,0
SLPS-02847,Chakushin Melody da mon Gold (Japan),NTSC-J,PSX,J,1
SLPS-02556,Chakushin Melody da mon Volume. 2 (Japan),NTSC-J,PSX,J,1
SLPS-02601,Chakushin Melody da mon Volume. 3 (Japan),NTSC-J,PSX,J,1
SLPS-02707,Chakushin Melody da mon Volume. 4 (Japan),NTSC-J,PSX,J,1
SLPS-00237,Champion Wrestler - Jikkyou Live (Japan),NTSC-J,PSX,J,1
SLPM-86617,CHAMPION WRESTLER - JIKKYOU LIVE,NTSC-J,PSX,J,0
SLPS-02674,Championship Bass (Japan),NTSC-J,PSX,J,1
SCPS-45480,Chaos Break (Japan),NTSC-J,PSX,J,1
SLPM-86363,CHAOS BREAK,NTSC-J,PSX,J,0
SLPS-00168,Chaos Control (Japan),NTSC-J,PSX,J,1
SLPS-02415,Charumera (Japan),NTSC-J,PSX,J,1
SLPS-03031,CHARUMERA,NTSC-J,PSX,J,0
SLPS-91519,CHARUMERA,NTSC-J,PSX,J,0
SCPS-45478,CHASE THE EXPRESS  - (Disc 1),NTSC-J,PSX,J,0
SCPS-45479,CHASE THE EXPRESS  - (Disc 2),NTSC-J,PSX,J,0
SCPS-10109,CHASE THE EXPRESS  - (Disc 1),NTSC-J,PSX,J,0
SCPS-10110,CHASE THE EXPRESS  - (Disc 2),NTSC-J,PSX,J,0
SLPS-01251,Checkmate (Japan),NTSC-J,PSX,J,1
SLPS-03136,CHECKMATE,NTSC-J,PSX,J,0
SLPS-00893,Cheesy (Japan),NTSC-J,PSX,J,1
SLPS-03383,CHESS & REVERSI,NTSC-J,PSX,J,0
SLPS-02624,Chess 2000 (Japan),NTSC-J,PSX,J,1
SLPS-00166,Chibi Maruko-chan - Maruko Enikki World (Japan),NTSC-J,PSX,J,1
SLPS-02027,Chibi Chara Game - Ginga Eiyuu Densetsu (Japan) (Disc 1) (Go! Go! Casino) (Shokai Tokuten Yan Genteiban),NTSC-J,PSX,J,1
